job_ref,region_code,region_name,patch_code,meter_type,job_type,status,requested_date,booked_date,completed_date,engineer_id,contacts_count,cancellation_reason,abort_reason,revenue_gbp,cost_gbp,is_forecast
IMSERV-2024-0000158,NW,North West,NW-P6,SMETS1,NEW_INSTALL,Cancelled,2024-01-02,2023-12-18,,,2,Rescheduled by customer,,0,0,0
IMSERV-2024-0000159,NW,North West,NW-P1,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-24,2024-01-02,ENG-NW-034,4,,,165.0,82.0,0
IMSERV-2024-0000160,NW,North West,NW-P2,SMETS2,REMOVAL,Completed,2024-01-02,2023-12-14,2024-01-02,ENG-NW-021,3,,,90.0,48.0,0
IMSERV-2024-0000161,NW,North West,NW-P6,SMETS2_GAS,NEW_INSTALL,Completed,2024-01-02,2023-12-14,2024-01-02,ENG-NW-007,1,,,185.0,95.0,0
IMSERV-2024-0000162,NW,North West,NW-P3,SMETS1,EXCHANGE,Completed,2024-01-02,2023-12-13,2024-01-02,ENG-NW-006,4,,,165.0,82.0,0
IMSERV-2024-0000163,NW,North West,NW-P2,SMETS2_GAS,NEW_INSTALL,Cancelled,2024-01-02,2023-12-20,,,3,Rescheduled by customer,,0,0,0
IMSERV-2024-0000164,NW,North West,NW-P4,SMETS1,EXCHANGE,Completed,2024-01-02,2023-12-24,2024-01-02,ENG-NW-009,4,,,165.0,82.0,0
IMSERV-2024-0000165,NW,North West,NW-P2,SMETS2,EXCHANGE,Aborted,2024-01-02,2023-12-13,,ENG-NW-025,3,,No access,0,82.0,0
IMSERV-2024-0000166,NE,North East,NE-P2,SMETS1,NEW_INSTALL,Completed,2024-01-02,2023-12-28,2024-01-02,ENG-NE-028,4,,,185.0,95.0,0
IMSERV-2024-0000167,NE,North East,NE-P2,SMETS2,REMOVAL,Completed,2024-01-02,2023-12-15,2024-01-02,ENG-NE-021,4,,,90.0,48.0,0
IMSERV-2024-0000168,NE,North East,NE-P3,SMETS2_GAS,REMOVAL,Booked,2024-01-02,2023-12-25,,ENG-NE-015,1,,,0,0,0
IMSERV-2024-0000169,NE,North East,NE-P3,SMETS2,REPAIR,Cancelled,2024-01-02,2023-12-21,,,4,No access to meter,,0,0,0
IMSERV-2024-0000170,NE,North East,NE-P4,SMETS2,EXCHANGE,Cancelled,2024-01-02,2023-12-22,,,2,Wrong meter type,,0,0,0
IMSERV-2024-0000171,NE,North East,NE-P4,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-19,2024-01-02,ENG-NE-015,5,,,165.0,82.0,0
IMSERV-2024-0000172,NE,North East,NE-P5,SMETS2,REPAIR,Booked,2024-01-02,2023-12-24,,ENG-NE-024,3,,,0,0,0
IMSERV-2024-0000173,NE,North East,NE-P1,SMETS2,REPAIR,Completed,2024-01-02,2023-12-12,2024-01-02,ENG-NE-001,4,,,120.0,65.0,0
IMSERV-2024-0000174,NE,North East,NE-P4,SMETS1,EXCHANGE,Completed,2024-01-02,2023-12-12,2024-01-02,ENG-NE-016,3,,,165.0,82.0,0
IMSERV-2024-0000175,NE,North East,NE-P1,SMETS2_GAS,EXCHANGE,Completed,2024-01-02,2023-12-23,2024-01-02,ENG-NE-008,3,,,165.0,82.0,0
IMSERV-2024-0000176,NE,North East,NE-P3,SMETS2,REPAIR,Completed,2024-01-02,2023-12-18,2024-01-02,ENG-NE-027,4,,,120.0,65.0,0
IMSERV-2024-0000177,NE,North East,NE-P2,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-29,2024-01-02,ENG-NE-012,1,,,165.0,82.0,0
IMSERV-2024-0000178,NE,North East,NE-P1,SMETS1,REMOVAL,Completed,2024-01-02,2023-12-22,2024-01-02,ENG-NE-001,5,,,90.0,48.0,0
IMSERV-2024-0000179,NE,North East,NE-P2,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-12,2024-01-02,ENG-NE-013,2,,,165.0,82.0,0
IMSERV-2024-0000180,NE,North East,NE-P4,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-23,2024-01-02,ENG-NE-023,4,,,165.0,82.0,0
IMSERV-2024-0000181,NE,North East,NE-P3,SMETS2_GAS,NEW_INSTALL,Completed,2024-01-02,2023-12-26,2024-01-02,ENG-NE-026,2,,,185.0,95.0,0
IMSERV-2024-0000182,MID,Midlands,MID-P7,SMETS2_GAS,REMOVAL,Booked,2024-01-02,2023-12-19,,ENG-MID-013,2,,,0,0,0
IMSERV-2024-0000183,MID,Midlands,MID-P7,SMETS2_GAS,EXCHANGE,Completed,2024-01-02,2023-12-25,2024-01-02,ENG-MID-006,5,,,165.0,82.0,0
IMSERV-2024-0000184,MID,Midlands,MID-P4,SMETS2_GAS,NEW_INSTALL,Completed,2024-01-02,2023-12-23,2024-01-02,ENG-MID-038,4,,,185.0,95.0,0
IMSERV-2024-0000185,MID,Midlands,MID-P6,SMETS2_GAS,REPAIR,Completed,2024-01-02,2023-12-24,2024-01-02,ENG-MID-019,2,,,120.0,65.0,0
IMSERV-2024-0000186,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-18,2024-01-02,ENG-MID-021,4,,,165.0,82.0,0
IMSERV-2024-0000187,MID,Midlands,MID-P6,SMETS2,NEW_INSTALL,Cancelled,2024-01-02,2023-12-24,,,3,Customer not home,,0,0,0
IMSERV-2024-0000188,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-19,2024-01-02,ENG-MID-019,5,,,165.0,82.0,0
IMSERV-2024-0000189,MID,Midlands,MID-P5,SMETS2,NEW_INSTALL,Completed,2024-01-02,2023-12-15,2024-01-02,ENG-MID-007,5,,,185.0,95.0,0
IMSERV-2024-0000190,MID,Midlands,MID-P4,IHD,REPAIR,Completed,2024-01-02,2023-12-12,2024-01-02,ENG-MID-004,5,,,120.0,65.0,0
IMSERV-2024-0000191,MID,Midlands,MID-P1,SMETS2_GAS,REMOVAL,Completed,2024-01-02,2023-12-29,2024-01-02,ENG-MID-038,3,,,90.0,48.0,0
IMSERV-2024-0000192,MID,Midlands,MID-P2,SMETS1,EXCHANGE,Completed,2024-01-02,2023-12-21,2024-01-02,ENG-MID-035,1,,,165.0,82.0,0
IMSERV-2024-0000193,MID,Midlands,MID-P6,SMETS2,REMOVAL,Completed,2024-01-02,2023-12-25,2024-01-02,ENG-MID-013,1,,,90.0,48.0,0
IMSERV-2024-0000194,MID,Midlands,MID-P3,SMETS2,REMOVAL,Completed,2024-01-02,2023-12-30,2024-01-02,ENG-MID-027,2,,,90.0,48.0,0
IMSERV-2024-0000195,MID,Midlands,MID-P5,SMETS2,REPAIR,Aborted,2024-01-02,2023-12-30,,ENG-MID-020,3,,Faulty meter location,0,65.0,0
IMSERV-2024-0000196,MID,Midlands,MID-P2,SMETS1,NEW_INSTALL,Booked,2024-01-02,2023-12-13,,ENG-MID-014,4,,,0,0,0
IMSERV-2024-0000197,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Cancelled,2024-01-02,2023-12-17,,,3,Safety concern,,0,0,0
IMSERV-2024-0000198,MID,Midlands,MID-P5,SMETS2_GAS,REPAIR,Completed,2024-01-02,2023-12-22,2024-01-02,ENG-MID-041,3,,,120.0,65.0,0
IMSERV-2024-0000199,MID,Midlands,MID-P3,SMETS1,EXCHANGE,Completed,2024-01-02,2023-12-12,2024-01-02,ENG-MID-045,2,,,165.0,82.0,0
IMSERV-2024-0000200,MID,Midlands,MID-P2,SMETS2_GAS,REPAIR,Booked,2024-01-02,2023-12-26,,ENG-MID-035,2,,,0,0,0
IMSERV-2024-0000201,MID,Midlands,MID-P6,SMETS1,EXCHANGE,Aborted,2024-01-02,2023-12-17,,ENG-MID-002,4,,No access,0,82.0,0
IMSERV-2024-0000202,MID,Midlands,MID-P6,SMETS2,NEW_INSTALL,Cancelled,2024-01-02,2023-12-18,,,5,Work order error,,0,0,0
IMSERV-2024-0000203,MID,Midlands,MID-P4,SMETS1,REPAIR,Cancelled,2024-01-02,2023-12-25,,,2,Customer not home,,0,0,0
IMSERV-2024-0000204,MID,Midlands,MID-P5,SMETS2_GAS,EXCHANGE,Completed,2024-01-02,2023-12-12,2024-01-02,ENG-MID-006,4,,,165.0,82.0,0
IMSERV-2024-0000205,MID,Midlands,MID-P3,SMETS2,REPAIR,Completed,2024-01-02,2023-12-21,2024-01-02,ENG-MID-033,4,,,120.0,65.0,0
IMSERV-2024-0000206,MID,Midlands,MID-P5,SMETS1,NEW_INSTALL,Completed,2024-01-02,2023-12-22,2024-01-02,ENG-MID-045,2,,,185.0,95.0,0
IMSERV-2024-0000207,MID,Midlands,MID-P5,SMETS2_GAS,NEW_INSTALL,Cancelled,2024-01-02,2023-12-29,,,5,Customer not home,,0,0,0
IMSERV-2024-0000208,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Cancelled,2024-01-02,2023-12-17,,,3,Customer not home,,0,0,0
IMSERV-2024-0000209,SE,South East,SE-P1,SMETS2_GAS,NEW_INSTALL,Completed,2024-01-02,2023-12-29,2024-01-02,ENG-SE-020,5,,,185.0,95.0,0
IMSERV-2024-0000210,SE,South East,SE-P5,SMETS2,REPAIR,Cancelled,2024-01-02,2023-12-29,,,4,Customer refused,,0,0,0
IMSERV-2024-0000211,SE,South East,SE-P4,SMETS2_GAS,REPAIR,Completed,2024-01-02,2023-12-23,2024-01-02,ENG-SE-027,1,,,120.0,65.0,0
IMSERV-2024-0000212,SE,South East,SE-P7,SMETS2_GAS,REPAIR,Cancelled,2024-01-02,2023-12-30,,,5,Rescheduled by customer,,0,0,0
IMSERV-2024-0000213,SE,South East,SE-P4,SMETS1,EXCHANGE,Completed,2024-01-02,2023-12-28,2024-01-02,ENG-SE-034,2,,,165.0,82.0,0
IMSERV-2024-0000214,SE,South East,SE-P4,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-22,2024-01-02,ENG-SE-026,3,,,165.0,82.0,0
IMSERV-2024-0000215,SE,South East,SE-P6,IHD,NEW_INSTALL,Completed,2024-01-02,2023-12-12,2024-01-02,ENG-SE-019,4,,,185.0,95.0,0
IMSERV-2024-0000216,SE,South East,SE-P5,SMETS2,NEW_INSTALL,Booked,2024-01-02,2023-12-19,,ENG-SE-006,1,,,0,0,0
IMSERV-2024-0000217,SE,South East,SE-P5,SMETS2_GAS,REPAIR,Completed,2024-01-02,2023-12-16,2024-01-02,ENG-SE-031,5,,,120.0,65.0,0
IMSERV-2024-0000218,SE,South East,SE-P5,SMETS1,EXCHANGE,Completed,2024-01-02,2023-12-26,2024-01-02,ENG-SE-045,4,,,165.0,82.0,0
IMSERV-2024-0000219,SE,South East,SE-P7,SMETS2,REMOVAL,Completed,2024-01-02,2023-12-19,2024-01-02,ENG-SE-043,4,,,90.0,48.0,0
IMSERV-2024-0000220,SE,South East,SE-P4,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-21,2024-01-02,ENG-SE-033,2,,,165.0,82.0,0
IMSERV-2024-0000221,SE,South East,SE-P5,SMETS2,EXCHANGE,Booked,2024-01-02,2023-12-18,,ENG-SE-010,5,,,0,0,0
IMSERV-2024-0000222,SE,South East,SE-P6,SMETS1,EXCHANGE,Completed,2024-01-02,2023-12-24,2024-01-02,ENG-SE-016,4,,,165.0,82.0,0
IMSERV-2024-0000223,SE,South East,SE-P6,SMETS2,NEW_INSTALL,Completed,2024-01-02,2023-12-15,2024-01-02,ENG-SE-010,5,,,185.0,95.0,0
IMSERV-2024-0000224,SE,South East,SE-P8,SMETS2_GAS,EXCHANGE,Booked,2024-01-02,2023-12-20,,ENG-SE-003,5,,,0,0,0
IMSERV-2024-0000225,SE,South East,SE-P6,SMETS2_GAS,EXCHANGE,Booked,2024-01-02,2023-12-15,,ENG-SE-051,5,,,0,0,0
IMSERV-2024-0000226,SE,South East,SE-P8,SMETS1,EXCHANGE,Completed,2024-01-02,2023-12-22,2024-01-02,ENG-SE-012,2,,,165.0,82.0,0
IMSERV-2024-0000227,SE,South East,SE-P1,SMETS2,NEW_INSTALL,Completed,2024-01-02,2023-12-21,2024-01-02,ENG-SE-021,3,,,185.0,95.0,0
IMSERV-2024-0000228,SE,South East,SE-P1,SMETS2_GAS,REPAIR,Completed,2024-01-02,2023-12-27,2024-01-02,ENG-SE-046,2,,,120.0,65.0,0
IMSERV-2024-0000229,SE,South East,SE-P7,SMETS2,NEW_INSTALL,Cancelled,2024-01-02,2023-12-13,,,1,Work order error,,0,0,0
IMSERV-2024-0000230,SE,South East,SE-P2,SMETS2,REPAIR,Booked,2024-01-02,2023-12-27,,ENG-SE-040,3,,,0,0,0
IMSERV-2024-0000231,SE,South East,SE-P7,SMETS2,REPAIR,Completed,2024-01-02,2023-12-22,2024-01-02,ENG-SE-009,4,,,120.0,65.0,0
IMSERV-2024-0000232,SE,South East,SE-P7,SMETS2_GAS,EXCHANGE,Booked,2024-01-02,2023-12-16,,ENG-SE-007,4,,,0,0,0
IMSERV-2024-0000233,SE,South East,SE-P6,SMETS2,EXCHANGE,Cancelled,2024-01-02,2023-12-26,,,1,Safety concern,,0,0,0
IMSERV-2024-0000234,SE,South East,SE-P8,IHD,REPAIR,Booked,2024-01-02,2023-12-25,,ENG-SE-034,1,,,0,0,0
IMSERV-2024-0000235,SE,South East,SE-P5,SMETS2_GAS,NEW_INSTALL,Completed,2024-01-02,2023-12-23,2024-01-02,ENG-SE-014,1,,,185.0,95.0,0
IMSERV-2024-0000236,SE,South East,SE-P5,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-16,2024-01-02,ENG-SE-022,1,,,165.0,82.0,0
IMSERV-2024-0000237,SE,South East,SE-P6,SMETS1,NEW_INSTALL,Completed,2024-01-02,2023-12-16,2024-01-02,ENG-SE-013,5,,,185.0,95.0,0
IMSERV-2024-0000238,SE,South East,SE-P6,SMETS2_GAS,REPAIR,Completed,2024-01-02,2023-12-12,2024-01-02,ENG-SE-006,1,,,120.0,65.0,0
IMSERV-2024-0000239,SE,South East,SE-P5,SMETS2,EXCHANGE,Cancelled,2024-01-02,2023-12-13,,,4,Work order error,,0,0,0
IMSERV-2024-0000240,SE,South East,SE-P2,SMETS2,REPAIR,Completed,2024-01-02,2023-12-26,2024-01-02,ENG-SE-015,5,,,120.0,65.0,0
IMSERV-2024-0000241,SW,South West,SW-P2,SMETS2,NEW_INSTALL,Completed,2024-01-02,2023-12-27,2024-01-02,ENG-SW-005,3,,,185.0,95.0,0
IMSERV-2024-0000242,SW,South West,SW-P4,SMETS1,REPAIR,Completed,2024-01-02,2023-12-22,2024-01-02,ENG-SW-009,5,,,120.0,65.0,0
IMSERV-2024-0000243,SW,South West,SW-P4,IHD,NEW_INSTALL,Cancelled,2024-01-02,2023-12-24,,,2,Customer refused,,0,0,0
IMSERV-2024-0000244,SW,South West,SW-P1,SMETS1,NEW_INSTALL,Booked,2024-01-02,2023-12-24,,ENG-SW-022,3,,,0,0,0
IMSERV-2024-0000245,SW,South West,SW-P2,SMETS2,EXCHANGE,Booked,2024-01-02,2023-12-21,,ENG-SW-014,2,,,0,0,0
IMSERV-2024-0000246,SW,South West,SW-P4,SMETS2,REPAIR,Completed,2024-01-02,2023-12-16,2024-01-02,ENG-SW-002,4,,,120.0,65.0,0
IMSERV-2024-0000247,SW,South West,SW-P4,SMETS2,NEW_INSTALL,Cancelled,2024-01-02,2023-12-20,,,1,Work order error,,0,0,0
IMSERV-2024-0000248,SW,South West,SW-P3,IHD,NEW_INSTALL,Completed,2024-01-02,2023-12-14,2024-01-02,ENG-SW-010,2,,,185.0,95.0,0
IMSERV-2024-0000249,SW,South West,SW-P3,SMETS2_GAS,REPAIR,Cancelled,2024-01-02,2023-12-22,,,1,Customer not home,,0,0,0
IMSERV-2024-0000250,SW,South West,SW-P1,IHD,NEW_INSTALL,Cancelled,2024-01-02,2023-12-15,,,4,Rescheduled by customer,,0,0,0
IMSERV-2024-0000251,SW,South West,SW-P1,SMETS2_GAS,NEW_INSTALL,Cancelled,2024-01-02,2023-12-22,,,1,Wrong meter type,,0,0,0
IMSERV-2024-0000252,SW,South West,SW-P4,SMETS1,NEW_INSTALL,Completed,2024-01-02,2023-12-22,2024-01-02,ENG-SW-003,1,,,185.0,95.0,0
IMSERV-2024-0000253,SW,South West,SW-P1,SMETS1,NEW_INSTALL,Completed,2024-01-02,2023-12-13,2024-01-02,ENG-SW-004,4,,,185.0,95.0,0
IMSERV-2024-0000254,WAL,Wales,WAL-P1,SMETS2_GAS,NEW_INSTALL,Aborted,2024-01-02,2023-12-23,,ENG-WAL-009,1,,No access,0,95.0,0
IMSERV-2024-0000255,WAL,Wales,WAL-P3,SMETS1,EXCHANGE,Cancelled,2024-01-02,2023-12-28,,,2,No access to meter,,0,0,0
IMSERV-2024-0000256,WAL,Wales,WAL-P2,IHD,EXCHANGE,Aborted,2024-01-02,2023-12-27,,ENG-WAL-010,1,,Health & safety concern,0,82.0,0
IMSERV-2024-0000257,WAL,Wales,WAL-P3,SMETS1,EXCHANGE,Aborted,2024-01-02,2023-12-17,,ENG-WAL-006,1,,Parts not available,0,82.0,0
IMSERV-2024-0000258,WAL,Wales,WAL-P1,SMETS1,NEW_INSTALL,Completed,2024-01-02,2023-12-26,2024-01-02,ENG-WAL-011,4,,,185.0,95.0,0
IMSERV-2024-0000259,WAL,Wales,WAL-P3,SMETS2_GAS,REPAIR,Completed,2024-01-02,2023-12-25,2024-01-02,ENG-WAL-018,3,,,120.0,65.0,0
IMSERV-2024-0000260,WAL,Wales,WAL-P2,SMETS2,NEW_INSTALL,Completed,2024-01-02,2023-12-25,2024-01-02,ENG-WAL-016,5,,,185.0,95.0,0
IMSERV-2024-0000261,WAL,Wales,WAL-P2,SMETS2_GAS,EXCHANGE,Booked,2024-01-02,2023-12-23,,ENG-WAL-009,4,,,0,0,0
IMSERV-2024-0000262,WAL,Wales,WAL-P1,IHD,REMOVAL,Cancelled,2024-01-02,2023-12-17,,,2,Safety concern,,0,0,0
IMSERV-2024-0000263,WAL,Wales,WAL-P1,SMETS2,REPAIR,Booked,2024-01-02,2023-12-27,,ENG-WAL-011,5,,,0,0,0
IMSERV-2024-0000264,SCO,Scotland,SCO-P1,SMETS2_GAS,NEW_INSTALL,Aborted,2024-01-02,2023-12-24,,ENG-SCO-008,1,,Health & safety concern,0,95.0,0
IMSERV-2024-0000265,SCO,Scotland,SCO-P1,SMETS2_GAS,REMOVAL,Completed,2024-01-02,2023-12-29,2024-01-02,ENG-SCO-017,3,,,90.0,48.0,0
IMSERV-2024-0000266,SCO,Scotland,SCO-P2,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-28,2024-01-02,ENG-SCO-010,5,,,165.0,82.0,0
IMSERV-2024-0000267,SCO,Scotland,SCO-P3,SMETS2,REPAIR,Completed,2024-01-02,2023-12-26,2024-01-02,ENG-SCO-016,3,,,120.0,65.0,0
IMSERV-2024-0000268,SCO,Scotland,SCO-P2,SMETS2,NEW_INSTALL,Aborted,2024-01-02,2023-12-28,,ENG-SCO-019,2,,No access,0,95.0,0
IMSERV-2024-0000269,SCO,Scotland,SCO-P2,SMETS2,REPAIR,Completed,2024-01-02,2023-12-17,2024-01-02,ENG-SCO-023,2,,,120.0,65.0,0
IMSERV-2024-0000270,SCO,Scotland,SCO-P3,SMETS2,EXCHANGE,Cancelled,2024-01-02,2023-12-19,,,4,Rescheduled by customer,,0,0,0
IMSERV-2024-0000271,SCO,Scotland,SCO-P1,SMETS2,NEW_INSTALL,Completed,2024-01-02,2023-12-22,2024-01-02,ENG-SCO-018,1,,,185.0,95.0,0
IMSERV-2024-0000272,SCO,Scotland,SCO-P4,SMETS2_GAS,REPAIR,Cancelled,2024-01-02,2023-12-17,,,3,Wrong meter type,,0,0,0
IMSERV-2024-0000273,SCO,Scotland,SCO-P2,SMETS2,NEW_INSTALL,Cancelled,2024-01-02,2023-12-16,,,4,No access to meter,,0,0,0
IMSERV-2024-0000274,SCO,Scotland,SCO-P3,IHD,REMOVAL,Completed,2024-01-02,2023-12-15,2024-01-02,ENG-SCO-020,1,,,90.0,48.0,0
IMSERV-2024-0000275,SCO,Scotland,SCO-P3,SMETS2_GAS,REPAIR,Completed,2024-01-02,2023-12-28,2024-01-02,ENG-SCO-011,4,,,120.0,65.0,0
IMSERV-2024-0000276,SCO,Scotland,SCO-P1,SMETS2_GAS,EXCHANGE,Booked,2024-01-02,2023-12-14,,ENG-SCO-026,1,,,0,0,0
IMSERV-2024-0000277,YRK,Yorkshire,YRK-P4,SMETS2_GAS,REPAIR,Cancelled,2024-01-02,2023-12-26,,,4,Safety concern,,0,0,0
IMSERV-2024-0000278,YRK,Yorkshire,YRK-P3,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-24,2024-01-02,ENG-YRK-009,5,,,165.0,82.0,0
IMSERV-2024-0000279,YRK,Yorkshire,YRK-P2,SMETS1,REPAIR,Aborted,2024-01-02,2023-12-25,,ENG-YRK-012,4,,Parts not available,0,65.0,0
IMSERV-2024-0000280,YRK,Yorkshire,YRK-P4,IHD,REPAIR,Completed,2024-01-02,2023-12-27,2024-01-02,ENG-YRK-022,4,,,120.0,65.0,0
IMSERV-2024-0000281,YRK,Yorkshire,YRK-P4,IHD,EXCHANGE,Completed,2024-01-02,2023-12-20,2024-01-02,ENG-YRK-019,2,,,165.0,82.0,0
IMSERV-2024-0000282,YRK,Yorkshire,YRK-P2,SMETS2,NEW_INSTALL,Completed,2024-01-02,2023-12-16,2024-01-02,ENG-YRK-003,2,,,185.0,95.0,0
IMSERV-2024-0000283,YRK,Yorkshire,YRK-P5,SMETS1,NEW_INSTALL,Completed,2024-01-02,2023-12-24,2024-01-02,ENG-YRK-014,3,,,185.0,95.0,0
IMSERV-2024-0000284,YRK,Yorkshire,YRK-P3,IHD,EXCHANGE,Completed,2024-01-02,2023-12-15,2024-01-02,ENG-YRK-023,4,,,165.0,82.0,0
IMSERV-2024-0000285,YRK,Yorkshire,YRK-P1,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-22,2024-01-02,ENG-YRK-013,3,,,165.0,82.0,0
IMSERV-2024-0000286,YRK,Yorkshire,YRK-P5,SMETS2,EXCHANGE,Cancelled,2024-01-02,2023-12-12,,,2,Wrong meter type,,0,0,0
IMSERV-2024-0000287,YRK,Yorkshire,YRK-P2,SMETS2_GAS,EXCHANGE,Aborted,2024-01-02,2023-12-28,,ENG-YRK-015,1,,Health & safety concern,0,82.0,0
IMSERV-2024-0000288,YRK,Yorkshire,YRK-P5,SMETS2,REPAIR,Completed,2024-01-02,2023-12-12,2024-01-02,ENG-YRK-022,4,,,120.0,65.0,0
IMSERV-2024-0000289,YRK,Yorkshire,YRK-P4,SMETS2,REPAIR,Booked,2024-01-02,2023-12-15,,ENG-YRK-010,3,,,0,0,0
IMSERV-2024-0000290,YRK,Yorkshire,YRK-P1,SMETS2_GAS,NEW_INSTALL,Cancelled,2024-01-02,2023-12-18,,,3,Work order error,,0,0,0
IMSERV-2024-0000291,YRK,Yorkshire,YRK-P3,SMETS2,EXCHANGE,Completed,2024-01-02,2023-12-12,2024-01-02,ENG-YRK-032,3,,,165.0,82.0,0
IMSERV-2024-0000292,YRK,Yorkshire,YRK-P1,SMETS2_GAS,NEW_INSTALL,Completed,2024-01-02,2023-12-28,2024-01-02,ENG-YRK-001,1,,,185.0,95.0,0
IMSERV-2024-0000293,YRK,Yorkshire,YRK-P1,SMETS2_GAS,REMOVAL,Completed,2024-01-02,2023-12-26,2024-01-02,ENG-YRK-021,5,,,90.0,48.0,0
IMSERV-2024-0000294,YRK,Yorkshire,YRK-P3,IHD,NEW_INSTALL,Completed,2024-01-02,2023-12-27,2024-01-02,ENG-YRK-005,2,,,185.0,95.0,0
IMSERV-2024-0000295,NW,North West,NW-P2,SMETS1,EXCHANGE,Aborted,2024-01-03,2023-12-27,,ENG-NW-036,2,,No access,0,82.0,0
IMSERV-2024-0000296,NW,North West,NW-P3,SMETS2,EXCHANGE,Booked,2024-01-03,2023-12-29,,ENG-NW-022,4,,,0,0,0
IMSERV-2024-0000297,NW,North West,NW-P3,SMETS2,EXCHANGE,Booked,2024-01-03,2023-12-25,,ENG-NW-036,3,,,0,0,0
IMSERV-2024-0000298,NW,North West,NW-P1,SMETS1,NEW_INSTALL,Completed,2024-01-03,2023-12-13,2024-01-03,ENG-NW-017,1,,,185.0,95.0,0
IMSERV-2024-0000299,NW,North West,NW-P6,SMETS2,EXCHANGE,Completed,2024-01-03,2023-12-15,2024-01-03,ENG-NW-011,3,,,165.0,82.0,0
IMSERV-2024-0000300,NW,North West,NW-P5,SMETS2,EXCHANGE,Completed,2024-01-03,2023-12-29,2024-01-03,ENG-NW-026,5,,,165.0,82.0,0
IMSERV-2024-0000301,NW,North West,NW-P2,SMETS2_GAS,EXCHANGE,Completed,2024-01-03,2023-12-29,2024-01-03,ENG-NW-022,5,,,165.0,82.0,0
IMSERV-2024-0000302,NW,North West,NW-P6,SMETS2,NEW_INSTALL,Completed,2024-01-03,2023-12-14,2024-01-03,ENG-NW-036,1,,,185.0,95.0,0
IMSERV-2024-0000303,NW,North West,NW-P6,SMETS1,NEW_INSTALL,Completed,2024-01-03,2023-12-28,2024-01-03,ENG-NW-018,4,,,185.0,95.0,0
IMSERV-2024-0000304,NW,North West,NW-P5,SMETS1,EXCHANGE,Aborted,2024-01-03,2023-12-31,,ENG-NW-022,2,,Safety hazard,0,82.0,0
IMSERV-2024-0000305,NW,North West,NW-P3,SMETS2,NEW_INSTALL,Completed,2024-01-03,2023-12-14,2024-01-03,ENG-NW-021,4,,,185.0,95.0,0
IMSERV-2024-0000306,NW,North West,NW-P4,SMETS1,NEW_INSTALL,Completed,2024-01-03,2023-12-23,2024-01-03,ENG-NW-005,1,,,185.0,95.0,0
IMSERV-2024-0000307,NW,North West,NW-P4,SMETS1,NEW_INSTALL,Completed,2024-01-03,2023-12-20,2024-01-03,ENG-NW-023,5,,,185.0,95.0,0
IMSERV-2024-0000308,NW,North West,NW-P3,SMETS2,EXCHANGE,Cancelled,2024-01-03,2023-12-19,,,3,Customer not home,,0,0,0
IMSERV-2024-0000309,NW,North West,NW-P6,SMETS2,EXCHANGE,Completed,2024-01-03,2023-12-19,2024-01-03,ENG-NW-002,2,,,165.0,82.0,0
IMSERV-2024-0000310,NW,North West,NW-P2,SMETS1,NEW_INSTALL,Completed,2024-01-03,2023-12-19,2024-01-03,ENG-NW-009,3,,,185.0,95.0,0
IMSERV-2024-0000311,NW,North West,NW-P4,SMETS2,EXCHANGE,Completed,2024-01-03,2023-12-18,2024-01-03,ENG-NW-011,1,,,165.0,82.0,0
IMSERV-2024-0000312,NW,North West,NW-P5,SMETS2_GAS,NEW_INSTALL,Completed,2024-01-03,2023-12-21,2024-01-03,ENG-NW-021,2,,,185.0,95.0,0
IMSERV-2024-0000313,NW,North West,NW-P3,SMETS2,EXCHANGE,Booked,2024-01-03,2023-12-25,,ENG-NW-005,1,,,0,0,0
IMSERV-2024-0000314,NW,North West,NW-P3,SMETS1,REPAIR,Completed,2024-01-03,2023-12-18,2024-01-03,ENG-NW-010,4,,,120.0,65.0,0
IMSERV-2024-0000315,NW,North West,NW-P1,SMETS2,EXCHANGE,Cancelled,2024-01-03,2023-12-30,,,3,Customer refused,,0,0,0
IMSERV-2024-0000316,NE,North East,NE-P4,SMETS2_GAS,EXCHANGE,Completed,2024-01-03,2023-12-15,2024-01-03,ENG-NE-023,1,,,165.0,82.0,0
IMSERV-2024-0000317,NE,North East,NE-P4,SMETS2_GAS,EXCHANGE,Cancelled,2024-01-03,2023-12-17,,,1,Rescheduled by customer,,0,0,0
IMSERV-2024-0000318,NE,North East,NE-P1,SMETS2_GAS,NEW_INSTALL,Cancelled,2024-01-03,2023-12-24,,,2,Rescheduled by customer,,0,0,0
